Video_ID,Title,Category,Published_Date,Views,Likes,Dislikes,Comments,Shares,Subscribers_Gained,Subscribers_Lost,Watch_Time_Minutes,Average_Percent_Watched,Average_View_Duration,Impressions,Click_Through_Rate,Traffic_Source,Device_Type,Audience_Country,Revenue,Gender,YouTuber_Name
VID0469,Street Food Tasting,Education,13-04-2024,32598,42103,3645,183,1321,520,292,6006,16.68,217,713661,0.92,Suggested,Tablet,Canada,869.46,Male,WanderlustJen
VID0470,Fashion Hacks for 2023,Gaming,14-04-2024,258951,18413,2645,7755,1932,523,7,1821,27.28,42,800822,6.1,Search,Tablet,Canada,72.27,Male,GamerKing
VID0471,Fashion Hacks for 2023,Entertainment,15-04-2024,94106,47739,2349,3358,1187,836,299,17833,85.6,229,121784,1.13,Suggested,TV,USA,875.89,Male,EduMath
VID0472,Tech Reviews: Best Smartphones,Lifestyle,16-04-2024,290226,1113,1932,6615,375,949,97,3996,75.24,485,315126,8.38,Direct,Desktop,Canada,524.29,Female,ChefAntonio
VID0473,Mind-Blowing Science Experiments,Entertainment,17-04-2024,292385,49478,3294,9590,652,755,235,7041,90.53,477,194969,8.16,External,Tablet,UK,408.27,Female,GadgetUnboxer
VID0474,Top Tech Innovations,Lifestyle,18-04-2024,228286,23805,1757,6797,1291,693,388,13564,20.58,100,919744,5.38,External,Tablet,USA,309.68,Female,CarCritic
VID0475,Gaming Secrets Unveiled,Technology,19-04-2024,438785,1928,1116,8728,548,283,373,5346,99.12,159,948125,1.5,Search,Desktop,Canada,297.12,Female,InspireNow
VID0476,Tech Reviews: Best Smartphones,Lifestyle,20-04-2024,12745,8009,2567,7678,1097,311,68,8484,28.85,72,142790,0.35,Search,Desktop,UK,305.8,Female,GamerKing
VID0477,Fashion Hacks for 2023,Gaming,21-04-2024,289173,38456,3499,5698,1531,98,414,19061,11.06,549,334235,7.99,Direct,TV,UK,884.8,Female,LifeCoachAnna
VID0478,Epic Gaming Adventure,Education,22-04-2024,145097,13209,492,1273,72,196,44,15469,99.77,42,613029,6.04,Direct,Mobile,Germany,723.8,Female,GameMaster
VID0479,Gaming Secrets Unveiled,Lifestyle,23-04-2024,233732,2123,3306,6653,307,481,136,16575,35.3,564,821654,7.14,Suggested,Desktop,UK,669.72,Male,ScienceNerd
VID0480,Educational Insights: Math,Lifestyle,24-04-2024,386539,14637,619,1096,198,877,233,13744,70.12,331,836363,3.11,Direct,Tablet,India,798.75,Female,ChefAntonio
VID0481,Street Food Tasting,Education,25-04-2024,146360,26761,3232,9497,1153,225,31,11208,25.9,556,183115,5.14,Direct,Desktop,USA,257.11,Female,EduMath
VID0482,Gaming Secrets Unveiled,Gaming,26-04-2024,90186,38759,3823,9107,1781,844,288,8228,62.22,144,304644,7.5,Direct,Tablet,USA,618.04,Female,Fashionista
VID0483,Hidden Travel Destinations,Entertainment,27-04-2024,400756,33948,2380,8002,1847,614,125,17559,91.36,489,858907,4.68,Direct,TV,USA,460.07,Male,GameMaster
VID0484,Fitness Routines for Beginners,Lifestyle,28-04-2024,360912,37904,1546,4247,571,617,66,18997,38.82,534,555709,6.05,Suggested,Mobile,Canada,782.44,Male,GardenGuru
VID0485,Epic Gaming Adventure,Education,29-04-2024,214030,15479,4958,9220,790,364,29,8268,70.32,337,886197,7.92,Direct,TV,Canada,309.26,Male,GadgetUnboxer
VID0486,Thrilling Game Walkthrough,Technology,30-04-2024,200950,27866,3563,5314,1638,367,113,6961,26.91,354,351391,2.23,Suggested,Desktop,India,643.18,Female,GamerKing
VID0487,Travel Vlog: Europe,Education,01-05-2024,42846,43690,1605,3354,1831,569,203,9090,66.23,204,162186,0.75,Search,Tablet,UK,882.21,Male,DIYExpert
VID0488,Top Tech Innovations,Technology,02-05-2024,495364,2663,3752,270,1855,589,28,13850,40.28,543,717049,5.37,External,Desktop,Canada,402.15,Female,TravelLover
VID0489,Gaming Secrets Unveiled,Gaming,03-05-2024,339076,36160,4675,1186,1510,74,130,17088,29.01,201,542389,0.72,Search,Desktop,UK,66.62,Male,AdventureSeeker
VID0490,Fitness Routines for Beginners,Entertainment,04-05-2024,149554,29297,1890,6305,1876,41,473,3079,38.19,531,618120,7.69,Direct,Desktop,UK,516.05,Male,CarCritic
VID0491,Hidden Travel Destinations,Education,05-05-2024,286555,3686,1275,2398,1174,421,184,7165,26.1,363,385898,7.22,External,Desktop,Canada,345.97,Female,Fashionista
VID0492,Educational Insights: Math,Lifestyle,06-05-2024,445191,16187,2743,6995,1692,835,252,5016,91.17,313,727403,8.83,Direct,Mobile,Canada,672.23,Male,SmartTechie
VID0493,Top Tech Innovations,Gaming,07-05-2024,454761,48968,2493,7299,1229,180,285,697,45.75,504,938518,6.43,Direct,Tablet,India,951.03,Female,WanderlustJen
VID0494,Travel Vlog: Europe,Education,08-05-2024,341941,23325,356,4182,178,544,392,5722,32.08,83,461328,0.77,Search,Desktop,Germany,485.61,Female,GadgetUnboxer
VID0495,Unboxing Latest Gadgets,Lifestyle,09-05-2024,315451,29850,869,9903,196,70,409,18361,50.36,487,381648,2.61,Direct,Tablet,USA,466.19,Male,DIYExpert
VID0496,Top Tech Innovations,Education,10-05-2024,397309,6743,885,2230,734,567,385,12264,38.85,449,760360,8.1,Search,Mobile,Canada,654.58,Female,GameMaster
VID0497,Street Food Tasting,Technology,11-05-2024,471474,27623,2001,6511,88,104,61,1799,77,438,934296,1.75,Direct,Tablet,Canada,103.5,Male,GamerKing
VID0498,Street Food Tasting,Education,12-05-2024,285186,36827,1283,128,798,199,2,17200,97.41,333,949514,7.01,Suggested,Tablet,UK,253.51,Male,GadgetUnboxer
VID0499,Tech Reviews: Best Smartphones,Education,13-05-2024,53930,11105,619,9461,1457,100,429,13529,49.42,588,290644,7.82,External,Mobile,Germany,918.98,Male,AdventureSeeker
VID0500,Hidden Travel Destinations,Education,14-05-2024,249656,43643,882,3672,787,767,67,13896,87.49,251,130939,3.37,Search,Desktop,Canada,669.94,Male,TechGuru
VID0501,Epic Gaming Adventure,Gaming,15-05-2024,438629,261,796,9793,747,306,24,4186,60.93,562,240191,3.29,Search,Tablet,Germany,13.44,Female,LifeCoachAnna
VID0502,Fashion Hacks for 2023,Education,16-05-2024,245459,16129,3642,4765,1206,585,178,765,24.15,187,119777,5.62,External,TV,USA,204.63,Male,CalmWithYoga
VID0503,Cooking with Flair,Lifestyle,17-05-2024,225695,49845,3425,3970,208,682,140,14705,72.16,377,293027,8.63,Search,Tablet,UK,682.84,Male,DIYExpert
VID0504,Gaming Secrets Unveiled,Technology,18-05-2024,361027,14326,1296,7545,492,376,230,17563,56.21,188,143357,2.32,External,Desktop,India,764.4,Female,FitnessPro
VID0505,Fashion Hacks for 2023,Technology,19-05-2024,296900,28831,4714,5552,1153,654,299,8519,68.55,264,565698,9.42,Suggested,TV,USA,839.86,Female,DIYExpert
VID0506,Gaming Secrets Unveiled,Education,20-05-2024,54268,44022,244,627,664,677,162,15284,90.07,434,694888,6.03,Direct,Desktop,Germany,292.18,Female,GameMaster
VID0507,DIY Home Makeover,Gaming,21-05-2024,433430,44948,2895,6589,1036,398,310,1169,49.64,286,680715,9.92,Suggested,Tablet,Germany,931.03,Male,ChefAntonio
VID0508,Inspirational Life Stories,Gaming,22-05-2024,213943,3490,929,2044,1657,772,470,5363,91.11,587,811213,0.99,Direct,Mobile,USA,552.95,Female,WanderlustJen
VID0509,Educational Insights: Math,Lifestyle,23-05-2024,259916,6097,519,2341,870,220,392,16209,77.56,76,376482,1.35,External,Desktop,Germany,696.54,Female,GardenGuru
VID0510,DIY Home Makeover,Education,24-05-2024,422818,12793,3212,5884,731,594,129,8051,53.97,242,529629,8.28,Suggested,Desktop,India,596.74,Female,AdventureSeeker
VID0511,Hidden Travel Destinations,Technology,25-05-2024,185403,49915,2409,8185,1129,181,444,13019,64.29,508,97704,8.66,Direct,Mobile,India,122.74,Female,EduMath
VID0512,Inspirational Life Stories,Gaming,26-05-2024,49901,42192,7,249,1398,306,245,1463,39.3,516,60655,4.51,External,Tablet,Germany,963.11,Male,EduMath
VID0513,Car Review: Latest Model,Education,27-05-2024,363130,641,2525,2925,1605,521,296,4608,98.52,595,944922,7.17,Direct,Desktop,Germany,122.88,Male,TravelLover
VID0514,Travel Vlog: Europe,Gaming,28-05-2024,195488,21917,3423,5043,1730,395,171,1855,70.06,371,318957,8.69,Search,Tablet,India,254.88,Female,InspireNow
VID0515,Thrilling Game Walkthrough,Gaming,29-05-2024,164268,37961,2019,974,697,3,63,619,13.95,553,518453,0.53,Search,Tablet,Germany,813.63,Female,AdventureSeeker
VID0516,Home Gardening Tips,Technology,30-05-2024,391530,13528,4590,9517,1122,862,30,11836,39.4,532,784377,5.78,External,Tablet,Canada,618.6,Male,SmartTechie
VID0517,Mind-Blowing Science Experiments,Entertainment,31-05-2024,268770,44034,4282,7192,593,913,491,10614,66.1,35,785928,8.55,Direct,Mobile,UK,838.15,Female,CalmWithYoga
VID0518,Tech Reviews: Best Smartphones,Lifestyle,01-06-2024,139496,48931,3667,9175,1610,847,46,14788,15.07,173,898620,4.04,Search,Tablet,Canada,515.74,Male,GamerKing
VID0519,Thrilling Game Walkthrough,Lifestyle,02-06-2024,276001,10358,3671,9080,885,999,129,7333,12.15,290,519485,3.09,Suggested,Tablet,Germany,376.99,Male,SmartTechie
VID0520,Mind-Blowing Science Experiments,Technology,03-06-2024,242531,16144,2801,2672,851,803,351,1202,50.5,261,149015,7.98,Direct,TV,Germany,921.85,Female,InspireNow
VID0521,Healthy Living Tips,Gaming,04-06-2024,247693,29511,85,7279,1215,280,465,697,39.94,299,425966,3.42,Direct,TV,UK,36.25,Female,TravelLover
VID0522,Hidden Travel Destinations,Education,05-06-2024,414198,5569,3115,7531,324,214,332,14047,49.45,476,133494,0.13,Search,TV,Germany,856.13,Female,CarCritic
VID0523,Top Tech Innovations,Gaming,06-06-2024,471177,28954,4232,9518,978,971,109,19757,33.64,251,818908,9.6,Search,Desktop,UK,230.82,Female,CarCritic
VID0524,Thrilling Game Walkthrough,Technology,07-06-2024,396196,6356,2468,8662,1749,609,68,12341,24.82,81,667851,5.96,External,Desktop,India,848.74,Female,GameMaster
VID0525,Cooking with Flair,Lifestyle,08-06-2024,180362,10820,3619,1987,1850,419,57,5881,72.02,145,104905,8.21,Direct,TV,UK,139.2,Female,LifeCoachAnna
VID0526,Unboxing Latest Gadgets,Gaming,09-06-2024,27431,34037,1636,90,955,100,105,10897,56.31,567,578532,8.27,Suggested,Mobile,UK,580.22,Female,TechGuru
VID0527,Travel Vlog: Europe,Lifestyle,10-06-2024,348120,33698,3583,8721,1490,962,299,6356,28.01,594,940737,0.76,Search,Mobile,Canada,888.11,Male,Fashionista
VID0528,Gaming Secrets Unveiled,Education,11-06-2024,239360,1751,4009,4059,893,520,329,10480,38.76,570,527261,1.79,Direct,TV,Germany,473.54,Male,WanderlustJen
VID0529,Cooking with Flair,Lifestyle,12-06-2024,345855,19294,3326,2773,1390,572,255,8880,63.26,48,663968,3.18,Search,Desktop,India,746.57,Female,WanderlustJen
VID0530,Street Food Tasting,Lifestyle,13-06-2024,27385,25151,2218,9878,1341,308,311,6654,16.5,421,553503,3.27,External,Desktop,USA,804.67,Female,GardenGuru
VID0531,Epic Gaming Adventure,Entertainment,14-06-2024,432374,27486,2217,8383,143,657,170,12764,23.27,448,245326,6.62,Direct,Mobile,UK,736.49,Female,GamerKing
VID0532,Yoga for Stress Relief,Entertainment,15-06-2024,417235,9618,4967,7409,383,938,382,9699,16.59,338,254356,6.27,Direct,Tablet,USA,925.33,Male,CalmWithYoga
VID0533,Home Gardening Tips,Entertainment,16-06-2024,281783,46126,2369,4440,215,930,472,15611,83.11,215,764207,5,External,Mobile,Germany,446.83,Female,EduMath
VID0534,Educational Insights: Math,Lifestyle,17-06-2024,86530,16284,3638,7347,1384,509,161,4946,77.72,290,520137,2.19,Suggested,Tablet,UK,173.13,Female,GameMaster
VID0535,Home Gardening Tips,Technology,18-06-2024,231983,33887,2503,1008,323,62,484,6705,77.8,557,777296,3.88,Search,Desktop,USA,47.81,Female,CalmWithYoga
VID0536,Gaming Secrets Unveiled,Lifestyle,19-06-2024,284707,21721,943,3783,1038,632,285,10351,74.47,302,425926,5.48,External,Desktop,Canada,246.46,Male,FitnessPro
VID0537,Street Food Tasting,Technology,20-06-2024,433557,10128,2837,6646,216,225,70,16143,70.24,189,824249,4.73,Direct,TV,USA,143.2,Male,CalmWithYoga
VID0538,Mind-Blowing Science Experiments,Technology,21-06-2024,378816,12548,2660,4298,1515,104,254,12864,52.93,253,328160,1.36,External,Desktop,Canada,557.95,Female,Fashionista
VID0539,Home Gardening Tips,Entertainment,22-06-2024,399992,45353,2936,4668,950,973,453,3086,67.81,285,689222,6.53,Direct,Tablet,India,184.95,Male,ScienceNerd
VID0540,Yoga for Stress Relief,Gaming,23-06-2024,430660,34151,4444,4287,1570,771,373,500,13.45,209,55104,0.82,External,Mobile,Germany,38.93,Female,ChefAntonio
VID0541,Hidden Travel Destinations,Education,24-06-2024,463132,49911,3947,2052,182,860,54,19339,65.93,49,508910,3.84,Suggested,TV,USA,35.99,Male,StreetEats
VID0542,Top Tech Innovations,Entertainment,25-06-2024,402927,30547,1676,6009,269,424,322,10516,80.01,497,5389,7.13,Direct,Tablet,UK,831.57,Male,GardenGuru
VID0543,Educational Insights: Math,Entertainment,26-06-2024,206390,18494,1196,1716,944,254,396,3512,55.03,239,745417,0.3,External,Mobile,Germany,591.45,Male,GamerKing
VID0544,Mind-Blowing Science Experiments,Gaming,27-06-2024,346114,34601,4105,310,1490,428,2,16540,42.18,542,860680,5.74,Suggested,Mobile,USA,358.09,Female,DIYExpert
VID0545,Epic Gaming Adventure,Education,28-06-2024,244373,30354,2787,4538,869,433,25,1975,34.97,87,818903,3.41,Suggested,Mobile,UK,894.23,Male,ChefAntonio
VID0546,Fashion Hacks for 2023,Lifestyle,29-06-2024,348697,18609,1461,1260,1635,206,312,4398,67.85,122,575339,0.19,Search,Desktop,UK,70.2,Female,SmartTechie
VID0547,Mind-Blowing Science Experiments,Lifestyle,30-06-2024,162779,49098,3318,3932,1542,27,125,3868,72.35,250,659061,1.98,Direct,Mobile,UK,980.32,Male,CarCritic
VID0548,Top Tech Innovations,Entertainment,01-07-2024,171182,14572,666,584,1565,681,407,5852,88.39,261,237730,9.42,Search,Desktop,UK,616.29,Female,LifeCoachAnna
VID0549,Car Review: Latest Model,Education,02-07-2024,193860,45757,2176,7616,466,335,52,12589,40.81,393,236639,5.26,Suggested,Mobile,USA,183.46,Male,GardenGuru
VID0550,Fashion Hacks for 2023,Entertainment,03-07-2024,83879,3571,3743,8551,304,587,197,1453,79.28,591,633745,9.97,Search,Mobile,India,679.07,Female,DIYExpert
VID0551,Fashion Hacks for 2023,Technology,04-07-2024,433043,41896,600,2866,1167,627,298,6697,60.52,403,90382,5.3,Search,Desktop,Canada,763.38,Female,DIYExpert
VID0552,DIY Home Makeover,Entertainment,05-07-2024,239260,30368,2652,5898,110,68,187,14791,89.46,485,300602,5.48,External,Desktop,Canada,429.34,Male,TravelLover
VID0553,Mind-Blowing Science Experiments,Entertainment,06-07-2024,399871,8429,4422,2011,1013,865,185,4411,57.5,117,735111,3.98,Search,Tablet,Canada,861.63,Male,LifeCoachAnna
VID0554,Top Tech Innovations,Lifestyle,07-07-2024,308003,34965,3824,6251,231,745,304,15407,56.59,49,268325,3.17,Suggested,Mobile,India,150.73,Male,Fashionista
VID0555,Home Gardening Tips,Lifestyle,08-07-2024,447841,46950,3906,4939,1714,512,297,10894,62.01,43,102482,2.59,Search,Desktop,UK,278.84,Male,SmartTechie
VID0556,Healthy Living Tips,Lifestyle,09-07-2024,315242,46798,979,4006,1607,166,203,3034,77.44,162,47370,3.5,Direct,Tablet,UK,93.49,Male,GardenGuru
VID0557,Cooking with Flair,Technology,10-07-2024,147323,28372,2451,1625,1745,863,496,16506,96.82,63,915328,4.65,External,Tablet,Germany,210.88,Male,ScienceNerd
VID0558,Top Tech Innovations,Lifestyle,11-07-2024,123413,42945,628,890,1755,729,483,10494,16.62,237,213828,2,Suggested,Desktop,Canada,238.73,Male,CarCritic
VID0559,Unboxing Latest Gadgets,Education,12-07-2024,263670,6497,1629,6078,1615,784,449,17693,14.81,228,854135,2.33,Search,Mobile,Canada,917.63,Male,GamerKing
VID0560,Fitness Routines for Beginners,Gaming,13-07-2024,331904,32473,3696,7036,1523,367,10,9040,94.38,184,159724,2.79,Direct,Tablet,UK,78.11,Male,LifeCoachAnna
VID0561,Unboxing Latest Gadgets,Education,14-07-2024,48837,35625,3430,8923,594,250,358,17288,57.69,107,574849,4.55,Suggested,Mobile,Canada,427.42,Female,GameMaster
VID0562,Epic Gaming Adventure,Education,15-07-2024,261550,24670,3674,3961,1577,858,353,8425,65.34,201,189191,6.56,Search,Mobile,UK,532.4,Male,ChefAntonio
VID0563,Street Food Tasting,Lifestyle,16-07-2024,274680,18384,3929,2504,1296,855,473,10729,53.42,318,583023,8.58,External,Tablet,UK,898.69,Female,ScienceNerd
VID0564,Healthy Living Tips,Gaming,17-07-2024,29541,19094,2765,8806,1726,930,145,5241,18.43,574,991744,2.94,Search,Desktop,UK,997.7,Male,ScienceNerd
VID0565,Yoga for Stress Relief,Gaming,18-07-2024,80083,23384,4369,3806,172,685,84,3771,79.13,449,824822,1.92,Suggested,Mobile,USA,753.39,Male,AdventureSeeker
VID0566,Inspirational Life Stories,Gaming,19-07-2024,445243,17933,4780,6100,972,169,99,7392,77.25,36,614861,3.85,Suggested,TV,USA,970.79,Female,InspireNow
VID0567,Unboxing Latest Gadgets,Technology,20-07-2024,35531,25222,115,1719,1030,757,103,15538,38.05,189,848333,8.95,Suggested,Desktop,USA,787.1,Female,ScienceNerd
VID0568,Hidden Travel Destinations,Lifestyle,21-07-2024,271856,5117,4956,6686,1178,934,435,12331,37.56,269,536005,0.2,Direct,Tablet,USA,963.2,Female,EduMath
VID0569,Top Tech Innovations,Gaming,22-07-2024,367245,16470,2003,1587,1545,89,45,18582,85.41,452,310995,6.81,Search,TV,India,707.27,Female,LifeCoachAnna
VID0570,Home Gardening Tips,Technology,23-07-2024,328599,29352,692,7000,545,560,43,14611,16.51,565,820673,4.82,Search,Mobile,Germany,79.76,Male,InspireNow
VID0571,Travel Vlog: Europe,Entertainment,24-07-2024,75744,8099,3162,9803,547,445,277,11209,89.3,99,414370,1.69,Search,Desktop,Germany,401.92,Male,DIYExpert
VID0572,Top Tech Innovations,Entertainment,25-07-2024,253859,22536,1105,896,1944,293,180,8544,33.1,245,192886,3.28,External,TV,UK,646.6,Female,CalmWithYoga
VID0573,Travel Vlog: Europe,Technology,26-07-2024,130749,43063,3008,5558,517,918,186,15705,63.37,133,264052,2.33,Direct,Desktop,Canada,350.72,Male,LifeCoachAnna
VID0574,Hidden Travel Destinations,Technology,27-07-2024,268253,2196,2161,8469,1943,149,477,13126,94.24,83,522317,8.79,Direct,Mobile,USA,273.38,Female,GamerKing
VID0575,Top Tech Innovations,Lifestyle,28-07-2024,312412,48301,153,4647,913,131,113,9421,71.03,359,567691,4.87,External,Desktop,Germany,577.4,Female,InspireNow
VID0576,DIY Home Makeover,Lifestyle,29-07-2024,232809,25379,3699,9828,214,432,490,19748,47.3,232,740068,5.67,Direct,TV,Germany,933.5,Male,GardenGuru
VID0577,Fitness Routines for Beginners,Entertainment,30-07-2024,317759,43463,4410,2432,133,58,254,5535,72.06,317,107542,5.98,External,Desktop,USA,34.98,Male,CarCritic
VID0578,Thrilling Game Walkthrough,Gaming,31-07-2024,83503,48809,3786,3904,284,968,380,8593,40.96,74,768513,6.43,Suggested,Tablet,India,769.23,Male,TravelLover
VID0579,Educational Insights: Math,Entertainment,01-08-2024,255346,26301,1064,6837,1149,835,379,6791,34.95,227,657078,5.01,Suggested,Tablet,India,722.73,Female,EduMath
VID0580,Travel Vlog: Europe,Gaming,02-08-2024,423975,19815,4200,1449,1944,198,29,2863,99.7,245,182144,0.28,Direct,TV,Germany,963.95,Female,TechGuru
VID0581,Fitness Routines for Beginners,Gaming,03-08-2024,86708,29409,1913,4500,1462,214,263,3341,77.57,510,976802,3.41,Suggested,Desktop,India,930.71,Male,ChefAntonio
VID0582,Top Tech Innovations,Lifestyle,04-08-2024,192184,15178,1216,5454,1872,897,97,3157,68.02,338,495397,1.92,Suggested,TV,USA,762.23,Male,SmartTechie
VID0583,Cooking with Flair,Education,05-08-2024,103471,5205,2401,9424,685,560,312,17034,41.98,464,384833,6.83,Suggested,Desktop,Germany,520.41,Male,AdventureSeeker
VID0584,Fashion Hacks for 2023,Education,06-08-2024,255225,29412,1772,4117,1175,471,366,5674,14.42,361,634056,0.66,Search,Mobile,USA,204.27,Male,SmartTechie
VID0585,Cooking with Flair,Technology,07-08-2024,158661,2939,1960,8869,330,743,328,5511,12.8,56,554893,5.68,Suggested,Tablet,India,545.24,Male,TechGuru
VID0586,DIY Home Makeover,Lifestyle,08-08-2024,162087,3484,2780,2028,1561,246,114,1687,59.88,195,70134,2.19,Search,Mobile,USA,765.35,Male,StreetEats
VID0587,Hidden Travel Destinations,Gaming,09-08-2024,161081,43719,4804,6845,1406,381,275,10114,78.58,347,380070,9.49,External,Desktop,India,895.67,Female,GadgetUnboxer
VID0588,Gaming Secrets Unveiled,Education,10-08-2024,346453,42921,4746,3758,1138,990,487,6020,58.36,303,983067,3.42,External,Mobile,India,789.71,Male,Fashionista
VID0589,Yoga for Stress Relief,Gaming,11-08-2024,389590,13593,2871,5904,893,238,280,11788,85.67,412,139191,3.32,External,TV,USA,195.27,Female,GameMaster
VID0590,Inspirational Life Stories,Education,12-08-2024,194118,17169,660,4624,1505,926,274,4509,13.01,394,405655,9.24,External,TV,India,599.69,Male,ChefAntonio
VID0591,Fashion Hacks for 2023,Education,13-08-2024,369805,47007,2635,8848,1307,366,260,5883,43.01,132,18726,4.23,External,Desktop,UK,332.17,Female,InspireNow
VID0592,Educational Insights: Math,Education,14-08-2024,158215,7631,2329,165,898,167,330,812,31.34,532,25822,9.63,Suggested,Tablet,USA,9.21,Female,GameMaster
VID0593,Yoga for Stress Relief,Lifestyle,15-08-2024,7154,37151,3954,4591,1098,559,206,5506,50.25,402,904436,0.34,Suggested,TV,UK,200.22,Female,EduMath
VID0594,Car Review: Latest Model,Entertainment,16-08-2024,153876,7836,2450,589,1189,50,383,12141,16.51,274,845147,3.13,Suggested,Tablet,USA,113.22,Male,TravelLover
VID0595,Hidden Travel Destinations,Gaming,17-08-2024,435904,7810,1132,4524,1212,810,327,2533,95.87,198,934882,6.7,External,Desktop,India,842.72,Female,WanderlustJen
VID0596,Cooking with Flair,Lifestyle,18-08-2024,65288,1719,699,2821,77,609,210,3401,30.09,447,924564,8.92,External,Tablet,India,258.51,Male,ChefAntonio
VID0597,Healthy Living Tips,Lifestyle,19-08-2024,52195,14075,2038,6509,946,950,214,16754,93.01,385,956282,2.64,Search,Desktop,Germany,284.7,Female,SmartTechie
VID0598,Educational Insights: Math,Lifestyle,20-08-2024,283725,45703,4647,7693,1625,727,410,11686,48.33,507,692072,9.31,Direct,Mobile,Germany,959.94,Female,GardenGuru
VID0599,Street Food Tasting,Lifestyle,21-08-2024,446864,23352,4500,9454,687,688,39,17563,98.7,154,95335,5.98,Suggested,Desktop,UK,379.09,Male,ChefAntonio
VID0600,Street Food Tasting,Lifestyle,22-08-2024,293231,15361,4557,71,20,379,479,5422,59.87,566,255527,8.03,Direct,Mobile,India,9.59,Male,GardenGuru
VID0601,Educational Insights: Math,Technology,23-08-2024,182002,1531,2179,3580,565,473,25,14032,93.77,431,73579,4.03,External,Desktop,Germany,283.85,Male,GamerKing
VID0602,DIY Home Makeover,Gaming,24-08-2024,165053,9167,2838,7962,1207,79,26,5357,10.48,546,24446,2.2,External,TV,India,119.3,Male,InspireNow
VID0603,Gaming Secrets Unveiled,Lifestyle,25-08-2024,70298,37581,873,268,1894,696,189,13833,77.34,560,687600,9.12,External,TV,USA,102.81,Male,ChefAntonio
VID0604,Mind-Blowing Science Experiments,Gaming,26-08-2024,309311,27137,83,9968,1245,366,82,13468,91.27,283,897665,9.34,Direct,Tablet,Germany,77.49,Female,LifeCoachAnna
VID0605,Fashion Hacks for 2023,Technology,27-08-2024,207376,9657,1422,2462,826,460,383,9877,22.57,150,7753,5.03,Search,Desktop,UK,593.26,Female,GardenGuru
VID0606,Healthy Living Tips,Technology,28-08-2024,437624,9535,2675,9460,1351,910,433,11349,18.65,61,79811,0.16,External,Desktop,Germany,189.35,Female,GameMaster
VID0607,Fashion Hacks for 2023,Gaming,29-08-2024,40499,37866,3180,1015,178,538,169,12981,48.21,66,819745,1.19,Search,Desktop,India,361.24,Female,SmartTechie
VID0608,Educational Insights: Math,Education,30-08-2024,388960,262,4316,9275,1811,451,412,9687,94.03,371,982335,5.77,Search,Tablet,Canada,862.02,Female,TechGuru
VID0609,Home Gardening Tips,Entertainment,31-08-2024,446485,34842,3975,7984,1135,463,166,8891,58.81,42,945636,0.34,Suggested,TV,Canada,424.34,Female,ScienceNerd
VID0610,DIY Home Makeover,Education,01-09-2024,170631,19775,1391,406,1759,959,187,8805,57.47,212,311009,4.03,Direct,Desktop,India,915.69,Male,EduMath
VID0611,Epic Gaming Adventure,Education,02-09-2024,246198,8561,3218,7384,1749,477,168,9358,22.7,294,592381,3.1,External,Tablet,USA,497.94,Male,CarCritic
VID0612,Travel Vlog: Europe,Education,03-09-2024,468535,17115,4207,6049,1082,925,288,7933,10.07,117,951435,7.17,Search,Desktop,Germany,398.84,Female,FitnessPro
VID0613,Gaming Secrets Unveiled,Lifestyle,04-09-2024,243997,32691,614,6169,1350,419,466,19370,82.91,491,955440,0.65,Direct,Mobile,Canada,750.39,Female,GamerKing
VID0614,DIY Home Makeover,Technology,05-09-2024,489533,28147,2971,7982,904,706,228,14345,17.88,75,149985,4.94,Direct,Desktop,USA,73.18,Male,GameMaster
VID0615,Cooking with Flair,Education,06-09-2024,97347,34882,3565,985,1644,213,466,19137,67.05,421,227333,5.83,External,Mobile,India,89.48,Female,LifeCoachAnna
VID0616,Fitness Routines for Beginners,Technology,07-09-2024,311931,9933,3576,4485,1920,368,96,15854,92.32,148,563273,6.21,Suggested,Tablet,USA,651.97,Female,ScienceNerd
VID0617,DIY Home Makeover,Gaming,08-09-2024,298632,7996,4570,8901,668,853,366,9380,28.78,560,199804,4.11,Suggested,Tablet,India,486.94,Male,ScienceNerd
VID0618,Educational Insights: Math,Entertainment,09-09-2024,337585,33072,270,2618,190,113,15,12677,69.87,476,898436,3.11,Search,TV,Germany,790.42,Male,LifeCoachAnna
VID0619,Epic Gaming Adventure,Gaming,10-09-2024,206735,49833,4066,6289,1223,753,278,2614,17.08,75,803033,6.86,Suggested,Desktop,USA,916.27,Male,GardenGuru
VID0620,Thrilling Game Walkthrough,Gaming,11-09-2024,23431,41900,2468,9603,1335,502,134,4069,64.34,537,533619,8.49,Suggested,Tablet,Germany,388.37,Female,LifeCoachAnna
VID0621,Home Gardening Tips,Lifestyle,12-09-2024,324825,30608,1390,6928,707,635,25,19768,24.75,587,478299,6.97,Suggested,TV,USA,596.41,Male,Fashionista
VID0622,Cooking with Flair,Entertainment,13-09-2024,195555,5447,3354,5368,1058,816,351,4666,76.24,555,314541,9.33,Direct,Desktop,India,500.7,Female,TravelLover
VID0623,Street Food Tasting,Gaming,14-09-2024,123720,30414,4135,4621,378,587,11,2296,37.11,32,5504,7.2,External,Tablet,India,981.61,Male,FitnessPro
VID0624,Educational Insights: Math,Gaming,15-09-2024,50153,2743,3607,9677,386,310,71,17273,51.71,57,308568,7.67,Direct,Mobile,USA,831.08,Male,GamerKing
